Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
58794,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Liuixalus,romeri,"(Smith, 1953)",,,,,Chirixalus romeri  |Philautus romeri  ,Romer's Treefrog,,,EN,"B1ab(iii,iv)+2ab(iii,iv)",3.1,2004,decreasing,N
12244,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Liza,luciae,"(Penrith & Penrith, 1967)",,,,,Ellochelon luciae  ,"St. Lucia Mullet, Saint Lucia Mullet",,,EN,B1+2ab+3a,2.3,1996,,N
22688130,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Loddigesia,mirabilis,"(Bourcier, 1847)",,,,,"","Marvelous Spatuletail, Marvelous Spatuletail",,Colibrí Admirable,EN,A3c;B1ab(v);C2a(ii),3.1,2016,decreasing,N
12263,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lonchophylla,bokermanni,"Sazima, Vizotto & Taddei , 1978",,,,,"",Bokermann's Nectar Bat,,,EN,B1ab(iii),3.1,2016,unknown,N
12264,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lonchophylla,dekeyseri,"Taddei, Vizotto & Sazima, 1983",,,,,"",Dekeyser's Nectar Bat,,,EN,C2a(i),3.1,2016,decreasing,N
12271,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lonchorhina,fernandezi,"Ochoa & Ibanez, 1982",,,,,"",Fernandez's Sword-nosed Bat,,,EN,D,3.1,2016,decreasing,N
172494,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Longischistura,striatus,"(Day, 1867)",,,,,Longischistura striata  |Nemacheilus striatus  |Nemachilus bhimachari  ,,,,EN,B2ab(iii),3.1,2011,unknown,N
12303,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,felina,"(Molina, 1782)",,,,,Lutra felina  ,"Marine Otter, Sea Cat","Chungungo, Loutre de mer","Chinchimen, Chichimen, Chingungo, Gato de Mar, Gato Marino, Huallaca, Nutria de Mar",EN,A3cde,3.1,2015,decreasing,N
12305,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lontra,provocax,"(Thomas, 1908)",,,,,Lutra provocax  ,"Southern River Otter, Huillin",Loutre du Chili,"Huillín, Lobito Patagonica, Nutria de Chile",EN,A3cde,3.1,2015,decreasing,N
16545046,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Lopholatilus,chamaeleonticeps,"Goode & Bean, 1879",,,,,"","Golden Tilefish, Great Northern Tilefish, Tilefish",,,EN,A2bd,3.1,2015,decreasing,N
45056,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lophuromys,dieterleni,"Verheyen, Huselmans, Colyn & Hutterer, 1997",,,,,"","Dieterlen's Brush-furred Mouse, Mount Oku Brush-furred Rat, Mt Oku Brush-furred Mouse",,,EN,B1ab(iii),3.1,2016,decreasing,N
22685428,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Loriculus,flosculus,"Wallace, 1864",,,,,"","Flores Hanging-parrot, Wallace's Hanging-Parrot, Wallace's Hanging Parrot",,Lorículo de Flores,EN,"B1ab(ii,iii,iv,v)",3.1,2016,decreasing,N
12375,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,tardigradus,"(Linnaeus, 1758)",,,,,Loris ceylonicus  |Loris gracilis  |Loris zeylanicus  ,"Red Slender Loris, Slender Loris",Loris Grèle,Loris Fino,EN,C2a(i),3.1,2008,decreasing,N
22684586,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Lorius,domicella,"(Linnaeus, 1758)",,,,,Lorius domicellus subspecies domicellus,"Purple-naped Lory, Purple-capped Lory",,Lori Damisela,EN,C2a(i),3.1,2016,decreasing,N
22720651,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxia,megaplaga,"Riley, 1916",,,,,"",Hispaniolan Crossbill,,,EN,"B1ab(i,ii,iii)",3.1,2016,decreasing,N
103823991,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Loxops,coccineus,"(Gmelin, 1789)",,,,,"",Hawaii Akepa,,,EN,"B1ab(i,ii,iii,v)",3.1,2016,decreasing,N
16467724,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Lucifuga,lucayana,"Møller, Schwarzhans, Iliffe & Nielsen, 2006",,,,,"",Lucayan Cave Brotula,,,EN,B1ab(iii)+2ab(iii),3.1,2015,unknown,N
60805,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,graecus,"Steindachner, 1896",,,,,Barbus graceus  |Barbus graecus  ,,,,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,2006,unknown,N
60405,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,longiceps,"(Valenciennes, 1842)",,,,,Barbus longiceps,Jordan Barbel,,,EN,A2bcde,3.1,2014,decreasing,N
181350,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciocyprinus,striolatus,"Cui & Chu, 1986",,,,,"",,,,EN,A4ac,3.1,2011,decreasing,N
169845,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Luperosaurus,joloensis,"Taylor, 1918",,,,,"",Jolo Flapped-legged Gecko,,,EN,B1ab(iii)+2ab(iii),3.1,2009,decreasing,N
169908,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Luperosaurus,macgregori,"Stejneger, 1907",,,,,"",Mcgregor's Flapped-legged Gecko,,,EN,B1ab(iii),3.1,2009,decreasing,N
185152,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Lupinoblennius,paivai,"(Pinto, 1958)",,,,,Blennius paivai,Paiva's Blenny,,,EN,B2ab(iii),3.1,2014,decreasing,N
12421,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,sumatrana,"(Gray, 1865)",,,,,"",Hairy-nosed Otter,Loutre de Sumatra,Nutria de Sumatra,EN,A2cde,3.1,2015,decreasing,N
41586,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Lycalopex,fulvipes,"Martin, 1837",,,,,Pseudalopex fulvipes,Darwin's Fox,,"Zorro Chilote, Zorro Azul, Zorro de Chiloé, Zorro de Darwin",EN,C1,3.1,2016,decreasing,N
12436,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Lycaon,pictus,"(Temminck, 1820)",,,,,"","African Wild Dog, Painted Hunting Dog, Cape Hunting Dog","Cynhyene, Loup-peint, Lycaon",Licaon,EN,C2a(i),3.1,2012,decreasing,N
61913,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,antalyana,"(Basoglu & Baran, 1976)",,,,,"",,,,EN,B1ab(iii),3.1,2009,decreasing,N
61914,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,atifi,"(Basoglu, 1967)",,,,,"",,,,EN,B1ab(iii),3.1,2009,stable,N
61916,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,fazilae,"(Basoglu and Atatür, 1974)",,,,,"",,,,EN,B1ab(iii),3.1,2009,stable,N
61917,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,flavimembris,"(Mutz and Steinfartz, 1995)",,,,,"",,,,EN,B1ab(iii),3.1,2009,decreasing,N
172791,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas,guentheri,"(Boulenger, 1896)",,,,,Stenophis guentheri  ,,,,EN,"B1ab(ii,iii)",3.1,2011,decreasing,N
177502,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSEUDOXYRHOPHIIDAE,Lycodryas,inopinae,"(Domergue, 1995)",,,,,Stenophis inopinae,,,,EN,"B1ab(i,iii)",3.1,2010,unknown,N
61427,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Lycognathophis,seychellensis,"(Schlegel, 1837)",,,,,Scopelophis seychellensis,Seychelles Wolf Snake,,,EN,B1ab(iii)+2ab(iii),3.1,2006,decreasing,N
172810,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Lygodactylus,intermedius,"Pasteur, 1995",,,,,"",,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2011,decreasing,N
172959,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Lygodactylus,ornatus,"Pasteur, 1965",,,,,"",,,,EN,B1ab(iii),3.1,2011,unknown,N
193262,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Lygodactylus,roavolana,"Puente, Glaw, Vieites & Vences, 2009",,,,,"",,,,EN,B1ab(iii),3.1,2011,decreasing,N
57221,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Lynchius,parkeri,"(Lynch, 1975)",,,,,Phrynopus parkeri  ,Parker's Andes Frog ,,,EN,B2ab(iii),3.1,2008,decreasing,N
12520,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Lynx,pardinus,"(Temminck, 1827)",,,,,"","Iberian Lynx, Spanish Lynx, Pardel Lynx","Lynx d'Espagne, Lynx pardelle",Lince Ibérico,EN,D,3.1,2015,increasing,N
12553,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,maura,"(H.R. Schinz, 1825)",,,,,Macaca cuvieri  |Macaca fusco-ater  |Macaca hypomelas  |Macaca inornatus  |Macaca majuscula  ,"Moor Macaque, Celebes Macaque",Macaque Maure,Macaca Mora,EN,A2cd,3.1,2008,decreasing,N
136569,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,munzala,"Madhusudan & Mishra, 2005",,,,,"",Arunachal Macaque,,,EN,B1ab(v); D,3.1,2008,decreasing,N
12559,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,silenus,"(Linnaeus, 1758)",,,,,Macaca albibarbatus  |Macaca ferox  |Macaca veter  |Macaca vetulus  ,"Lion-tailed Macaque, Wanderoo, Liontail Macaque","Macaque Ouandérou, Macaque À Queue De Lion, Ouandérou","Macaca Leonina, Macaco Barbudo",EN,C2a(i),3.1,2008,decreasing,N
12560,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,sinica,"(Linneaus, 1771)",,,,,Macaca audeberti  |Macaca inaurea  |Macaca longicaudata  |Macaca pileatus  ,Toque Macaque,"Macaque Toque, Macaque Couronné",Macaca De Sri Lanka,EN,A2cd,3.1,2008,decreasing,N
12561,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,sylvanus,"(Linnaeus, 1758)",,,,,Macaca sylvana|Simia sylvanus,"Barbary Macaque, Barbary Ape","Magot commun, Macaque de Gibraltar, Magot","Mona de Berbería, Mona de Gibraltar, Mono de Berberea, Mono de Gibraltar",EN,A2bcd+4bcd,3.1,2008,decreasing,N
12573,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCICHTHYIDAE,Maccullochella,ikei,"Rowland, 1986",,,,,"","Clarence River Cod, Eastern Freshwater Cod",,,EN,A1acd,2.3,1996,,N
12574,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCICHTHYIDAE,Maccullochella,macquariensis,"(Cuvier, 1829)",,,,,"",Trout Cod,,,EN,C2a,2.3,1996,,N
202154,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Macrhybopsis,tetranema,"(Gilbert, 1886)",,,,,Hybopsis tetranemus  ,"Arkansas River Speckled Chub, Peppered Chub",,,EN,"B2ab(i,ii,iii,iv,v)",3.1,2013,decreasing,N
22724290,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Macroagelaius,subalaris,"(Boissonneau, 1840)",,,,,"","Mountain Grackle, Colombian Mountain Grackle",,,EN,"B1ab(ii,iii,v)",3.1,2016,decreasing,N
22678576,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Macrocephalon,maleo,"Müller, 1846",,,,,"","Maleo, Maleo Megapode, Gray's Brush-turkey",,"Megapodio Maleo, Talégalo Maleo",EN,A2bcde+3bcde+4bcde,3.1,2016,decreasing,N
22718436,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Macronyx,sharpei,"Jackson, 1904",,,,,Anthus sharpei subspecies sharpei,"Sharpe's Longclaw, Sharpe's Pipit",Alouette sentinelle de Sharpe,,EN,"A3bc; B1ab(ii,iii,iv,v)",3.1,2016,decreasing,N
178645,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Macropholidus,annectens,"(Parker, 1930)",,,,,Pholidobolus annectens,Parker's Pholidobolus,,,EN,B1ab(iii),3.1,2010,unknown,N
22715162,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MACROSPHENIDAE,Macrosphenus,pulitzeri,"Boulton, 1931",,,,,"",Pulitzer's Longbill,Fauvette nasique de Pulitzer,,EN,C2a(ii),3.1,2016,decreasing,N
12646,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Macrotarsomys,ingens,"Petter, 1959",,,,,"","Long-tailed Big-footed Mouse, Greater Big-footed Mouse",,,EN,"B1ab(iii,v)",3.1,2016,decreasing,N
12654,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Macrovipera,schweizeri,"(Werner, 1935)",,,,,"","Cyclades Blunt-nosed Viper, Milos Viper",,,EN,"B1ab(iii,v)",3.1,2009,stable,N
22714290,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MOTACILLIDAE,Madanga,ruficollis,"Rothschild & Hartert, 1923",,,,,"","Madanga, Buru Mountain White-eye, Rufous-throated White-eye",,,EN,"B1ab(ii,iii,v)",3.1,2016,decreasing,N
172732,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Madascincus,macrolepis,"(Boulenger, 1888)",,,,,Scelotes macrolepis  ,Rusty Skink,,,EN,B1ab(iii),3.1,2011,decreasing,N
57867,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Madecassophryne,truebae,"Guibé, 1974",,,,,"",Trueb's Madagascar Treefrog,,,EN,B1ab(iii),3.1,2016,decreasing,N
45359050,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,minor,"Sassi, 1911",,,,,"",Lesser Crescent-chested Puffbird,,,EN,A4c,3.1,2016,decreasing,N
161477,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Malacoraja,senta,"(Garman, 1885)",,,,,Raja senta  ,Smooth Skate,,,EN,A2bcd,3.1,2009,decreasing,N
22719078,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Malimbus,ballmanni,"Wolters, 1974",,,,,"","Gola Malimbe, Ballmann's Malimbe",Malimbe de Gola,,EN,A2c+3c,3.1,2016,decreasing,N
22719091,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Malimbus,ibadanensis,"Elgood, 1958",,,,,"",Ibadan Malimbe,Malimbe d'Ibadan,,EN,C2a(ii),3.1,2016,decreasing,N
12722,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mallomys,gunung,"Flannery, Aplin & Groves, 1989",,,,,"",Alpine Woolly Rat,,,EN,"B1ab(iii,v)",3.1,2016,decreasing,N
12753,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,leucophaeus,"(F. Cuvier, 1807)",,,,,Simia leucophaea,Drill,Drill,Dril,EN,A2cd,3.1,2008,unknown,N
12761,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,crassicaudata,"É. Geoffroy, 1803",,,,,"","Indian Pangolin, Thick-tailed Pangolin","Grand pangolin de l'Inde, Pangolin à grosse queue",Pangolín Indio,EN,A3d+4d,3.1,2014,decreasing,N
136497,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,culionensis,"(de Elera, 1915)",,,,,"",Philippine Pangolin,,,EN,A2d+3d+4d,3.1,2014,decreasing,N
55242,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,collaris,"(Boulenger, 1912)",,,,,"",,,Sapito Acollarado Comun,EN,"B1ab(iii,iv,v)+2ab(iii,iv,v)",3.1,2010,decreasing,N
136125,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,leonardoi,"Manzanilla, La Marca, Jowers, Sánchez and García-Paris, 2005",,,,,"",,,,EN,A2ae,3.1,2008,decreasing,N
55250,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,riveroi,"(Donoso-Barros, 1964)",,,,,"",,,Sapito Acollarado De Rivero,EN,B1ab(iii),3.1,2004,decreasing,N
136122,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,trujillensis,"Vargas Galarce and La Marca, 2007",,,,,"",,,,EN,"A2ace; B1ab(i,ii,iii,iv,v)+2ab(ii,iii,iv,v)",3.1,2008,decreasing,N
55252,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,yustizi,"(La Marca, 1989)",,,,,"",,,Sapito Acollarado De Yustiz,EN,B1ab(iii),3.1,2004,decreasing,N
22704441,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Manorina,melanotis,"(Wilson, 1911)",,,,,"","Black-eared Miner, Black-eared Miner",,,EN,"B1ab(ii,iii,iv,v); C2a(ii)",3.1,2016,decreasing,N
12774,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Manouria,emys,"(Schlegel & Müller, 1840)",,,,,Geochelone emys  |Manouria fusca  |Testudo emys  |Testudo nutapundi  |Testudo phayrei  ,"Asian Giant Tortoise, Asian Tortoise, Black Giant Tortoise, Burmese Brown Tortoise, Burmese Mountain Tortoise, Six-legged Tortoise",Tortue Brune,,EN,A1cd+2cd,2.3,2000,,N
57439,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,bernhardi,"Vences, Glaw, Peyrieras, Böhme & Busse, 1994",,,,,"","Bernhard's Mantella, Black Mantella, Tolongoina Golden Frog",,,EN,"B2ab(iii,v)",3.1,2008,decreasing,N
57441,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,cowanii,"Boulenger, 1882",,,,,"","Cowan's Mantella, Cowan's Golden Frog, Black Golden Frog",,,EN,B2ab(iii),3.1,2014,unknown,N
57442,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,crocea,"Pintak & Böhme, 1990",,,,,"","Eastern Golden Frog, Eastern Mantella, Yellow Mantella",,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2008,decreasing,N
57443,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,expectata,"Busse & Böhme, 1992",,,,,"","Blue-legged Mantella, Tular Mantella, Tular Golden Frog, Tulear Golden Frog",,,EN,"B1ab(iii,v)",3.1,2008,decreasing,N
57444,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,haraldmeieri,"Busse, 1981",,,,,Mantella  madagascariensis  subspecies haraldmeieri ,"Haraldmeier's Mantella, Tolagnaro Golden Frog",,,EN,B1ab(iii),3.1,2016,decreasing,N
57451,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,viridis,"Pintak & Böhme, 1988",,,,,"","Green Golden Frog, Green Mantella, Lime Mantella",,,EN,B1ab(iii),3.1,2008,decreasing,N
57498,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,madecassus,"(Millot & Guibé, 1950)",,,,,Rhacophorus  madecassus ,Andringitra Madagascar Frog,,,EN,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N
49570548,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantidactylus,paidroa,"Bora, Ramilijaona, Raminosoa & Vences, 2011",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
22720814,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Manucerthia,mana,"(Wilson, 1891)",,,,,Oreomystis mana,"Hawaii Creeper, Hawai'i Creeper",,,EN,"B1ab(i,ii,iii,iv,v)",3.1,2016,decreasing,N
182980,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSTEOGLOSSIFORMES,MORMYRIDAE,Marcusenius,meronai,"Bigorne & Paugy, 1990",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2010,unknown,N
12832,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,sibirica,"(Radde, 1862)",,,,,Marmota sibirica subspecies caliginosus|Marmota sibirica subspecies dahurica,"Mongolian Marmot, Siberian Marmot, Tarbagan Marmot",,,EN,A2ad,3.1,2016,decreasing,N
169514,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNBRANCHIFORMES,MASTACEMBELIDAE,Mastacembelus,oatesii,"Boulenger, 1893",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2012,unknown,N
39613,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,mutica,"(Cantor, 1842)",,,,,Emys muticus,Yellow Pond Turtle,,,EN,A1cd+2cd,2.3,2000,,N
4656,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,nigricans,"(Gray, 1834)",,,,,Chinemys nigricans|Emys nigricans,"Chinese Red-necked Turtle, Red-necked Pond Turtle",,,EN,A1d+2d,2.3,2000,,N
170502,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,reevesii,"(Gray, 1831)",,,,,Chinemys megalocephala  |Chinemys reevesii  |Damonia unicolor  |Emys japonica  |Emys reevesii  |Emys vulgaris subspecies picta|Geoclemys grangeri  |Geoclemys paracaretta  |Mauremys pritchardi  ,"Reeves' Turtle, Japanese Coin Turtle, Chinese Three-keeled Pond Turtle, Reeves' Three-keeled Pond Turtle, Chinese Pond Turtle",,,EN,A2bcd+4bcd,3.1,2011,unknown,N
15026,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,sinensis,"(Gray, 1834)",,,,,Emys sinensis|Ocadia glyphistoma  |Ocadia philippeni|Ocadia sinensis,Chinese Stripe-necked Turtle,,,EN,A1cd,2.3,2000,,N
12906,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,wattsi,"Musser, 1991",,,,,"","Watts's Sulawesi Maxomys, Watts's Spiny Rat",,,EN,"B1ab(ii,iii)",3.1,2016,decreasing,N
12923,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Meda,fulgida,"Girard, 1856",,,,,"",Spikedace,,,EN,"B2ab(iii,v)",3.1,2013,decreasing,N
61492,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Mediodactylus,amictopholis,"(Hoofien, 1967)",,,,,Cyrtopodion amictophole|Cyrtopodion amictopholis,,,,EN,B1ab(iii),3.1,2006,decreasing,N
12940,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,cryophilus,"(Musser, 1964)",,,,,"","Oaxaca Giant Deer Mouse, Oaxacan Giant Deer Mouse",,,EN,B1ab(iii),3.1,2008,decreasing,N
12941,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,nelsoni,"(Merriam, 1898)",,,,,"",Nelson's Giant Deer Mouse,,,EN,B1ab(iii),3.1,2008,decreasing,N
12942,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,thomasi,"(Merriam, 1898)",,,,,"",Thomas's Giant Deer Mouse,,,EN,B1ab(iii),3.1,2008,decreasing,N
22697800,ANIMALIA,CHORDATA,AVES,SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,"(Hombron & Jacquinot, 1841)",,,,,"",Yellow-eyed Penguin,,Pingüino ojigualdo o de ojo amarillo,EN,"B2ab(ii,v)c(iv)",3.1,2016,decreasing,N
22715555,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Megalurulus,rufus,"(Reichenow, 1890)",,,,,Trichocichla rufa,"Long-legged Thicketbird, Long-legged Warbler",,,EN,D,3.1,2016,stable,N
22678620,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,laperouse,"Gaimard, 1823",,,,,"","Micronesian Scrubfowl, Micronesian Scrubfowl, Marianas Scrubfowl",,,EN,"B1ab(ii,iii,iv,v)",3.1,2016,decreasing,N
22678625,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,pritchardii,"Gray, 1864",,,,,"","Tongan Scrubfowl, Polynesian Scrubfowl, Niaufoou Scrubfowl, Tongan Megapode, Nevafou Megapode",,,EN,B1ab(v),3.1,2016,decreasing,N
55568,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Megastomatohyla,mixomaculata,"(Taylor, 1950)",,,,,"","Variegated Treefrog, Variegated Treefrog",,Rana-de Arbol Jaspeada,EN,B1ab(iii),3.1,2004,decreasing,N
55579,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Megastomatohyla,nubicola,"(Duellman, 1964)",,,,,"",Cloud Forest Treefrog,,Rana-de Arbol De Bosque Mesófilo,EN,B1ab(iii),3.1,2015,decreasing,N
57633,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,brachykolos,"(Inger and Romer, 1961)",,,,,Megophrys minor subspecies brachykolos|Xenophrys brachykolos,Short-legged Horned Toad,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
57580,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,ligayae,"(Taylor, 1920)",,,,,"",Palawan Horned Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
22727198,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Meiglyptes,tristis,"(Horsfield, 1821)",,,,,"","White-rumped Woodpecker, Buff-rumped Woodpecker",,,EN,C2a(ii),3.1,2016,decreasing,N
